DisNo.,Classification Key,Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Location,OFDA/BHA Response,Declaration,Magnitude,Magnitude Scale,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2006-0466-USA,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,"South Carolina, North Carolina, Virginia provinces",No,No,119.0,Kph,2006,8,2.0,2006,9.0,7.0,6.0,,140.0,,140.0,,,32860.0,49667.0,66.16033056,"[{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2007-01-08,2023-09-25
2006-0595-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"North Carolina, Alabama, Arizona, Arkansas, Louisiana, Maryland, Mississippi, Pennsylvania, South Dakota, Texas provinces",No,No,,Kph,2006,11,15.0,2006,11.0,16.0,12.0,20.0,,,20.0,62500.0,94467.0,95000.0,143591.0,66.16033056,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3216,""adm1_name"":""Arizona""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2008-03-28,2023-09-25
2006-0642-USA,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,"Erie, Niagara, Genesee, Orleans districts (New York province)",No,Yes,,Kph,2006,10,12.0,2006,10.0,14.0,3.0,,,,,200000.0,302296.0,300000.0,453444.0,66.16033056,"[{""adm2_code"":30519,""adm2_name"":""Erie""},{""adm2_code"":30523,""adm2_name"":""Genesee""},{""adm2_code"":30536,""adm2_name"":""Niagara""},{""adm2_code"":30541,""adm2_name"":""Orleans""}]",2007-03-18,2023-09-25
2006-0706-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"Daytona beach (Volusia district, Florida province)",No,No,193.0,Kph,2006,12,25.0,2006,12.0,25.0,,,600.0,,600.0,56000.0,84643.0,90000.0,136033.0,66.16033056,"[{""adm2_code"":29061,""adm2_name"":""Volusia""}]",2008-03-28,2023-09-25
2006-0707-USA,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,Colorado provinces,No,Yes,,Kph,2006,12,21.0,2006,12.0,21.0,,,,,,,,,,66.16033056,"[{""adm1_code"":3219,""adm1_name"":""Colorado""}]",2007-01-08,2023-09-25
2006-0718-USA,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,Kansas province,No,Yes,,Kph,2006,12,27.0,2006,12.0,31.0,,,,,,,,360000.0,544133.0,66.16033056,"[{""adm1_code"":3230,""adm1_name"":""Kansas""}]",2007-02-05,2023-09-25
2006-0743-USA,nat-met-sto-sto,Meteorological,Storm,Storm (General),USA,United States of America,Northern America,"Illinois, Indiana, Kentucky, Missouri, New York, Ohio, Pennsylvania, Tennessee provinces",No,No,,Kph,2006,11,30.0,2006,12.0,3.0,11.0,,,,,450000.0,680166.0,,,66.16033056,"[{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3256,""adm1_name"":""Tennessee""}]",2007-03-18,2023-09-25
2006-0744-USA,nat-met-sto-sto,Meteorological,Storm,Storm (General),USA,United States of America,Northern America,"Oregon, Washington provinces",No,No,,Kph,2006,12,14.0,2006,12.0,15.0,10.0,,,,,200000.0,302296.0,,,66.16033056,"[{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3261,""adm1_name"":""Washington""}]",2007-03-18,2023-09-25
2007-0026-USA,nat-met-sto-sto,Meteorological,Storm,Storm (General),USA,United States of America,Northern America,"California, Texas, Georgia, South Carolina, Oklahoma, Missouri, Iowa, Michigan, New York, Maine, Kansas, Illinois provinces",No,Yes,,Kph,2007,1,12.0,2007,1.0,17.0,65.0,220.0,,,220.0,200000.0,293912.0,500000.0,734779.0,68.04767383,"[{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2008-03-28,2023-09-25
2007-0048-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"Volusia, Lake, Sumter, Seminole districts (Florida province)",No,Yes,265.0,Kph,2007,2,2.0,2007,2.0,2.0,20.0,,6600.0,,6600.0,100000.0,146956.0,130000.0,191043.0,68.04767383,"[{""adm2_code"":29031,""adm2_name"":""Lake""},{""adm2_code"":29054,""adm2_name"":""Seminole""},{""adm2_code"":29057,""adm2_name"":""Sumter""},{""adm2_code"":29061,""adm2_name"":""Volusia""}]",2008-08-04,2023-09-25
2007-0066-USA,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,"New York, Vermont, New Jersey, Ohio, Pennsylvania provinces",No,No,64.0,Kph,2007,2,14.0,2007,2.0,15.0,16.0,,,,,100000.0,146956.0,140000.0,205738.0,68.04767383,"[{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3259,""adm1_name"":""Vermont""}]",2008-01-03,2023-09-25
2007-0083-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"Alabama, Missouri, Georgia, Minnesota provinces",No,No,,Kph,2007,3,1.0,2007,3.0,2.0,20.0,20.0,,,20.0,450000.0,661301.0,600000.0,881735.0,68.04767383,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""}]",2008-04-16,2023-09-25
2007-0156-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,Texas province,No,No,240.0,Kph,2007,4,24.0,2007,4.0,26.0,10.0,80.0,,200.0,280.0,,,,,68.04767383,"[{""adm1_code"":3257,""adm1_name"":""Texas""}]",2008-03-27,2023-09-25
2007-0359-USA,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,"Texas, Oklahoma, Missouri provinces",No,No,132.0,Kph,2007,8,16.0,2007,8.0,19.0,7.0,,,,,,,,,68.04767383,"[{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2008-03-11,2023-09-25
2007-0581-USA,nat-met-sto-sto,Meteorological,Storm,Storm (General),USA,United States of America,Northern America,"Washington, Oregon provinces",No,Yes,160.0,Kph,2007,12,3.0,2007,12.0,7.0,17.0,28.0,1100.0,,1128.0,200000.0,293912.0,1000000.0,1469558.0,68.04767383,"[{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3261,""adm1_name"":""Washington""}]",2008-03-11,2023-09-25
2007-0621-USA,nat-met-sto-sto,Meteorological,Storm,Storm (General),USA,United States of America,Northern America,"Illinois, Iowa, Missouri, Minnesota, Kansas, Nebraska, Colorado, Michigan, Wisconsin, Wyoming provinces",No,No,109.0,Kph,2007,12,23.0,2007,12.0,26.0,22.0,,,,,,,,,68.04767383,"[{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm1_code"":3264,""adm1_name"":""Wyoming""}]",2008-03-12,2023-09-25
2007-0641-USA,nat-met-sto-sto,Meteorological,Storm,Storm (General),USA,United States of America,Northern America,"Oklahoma, Missouri, Iowa, Illinois, Kansas, Nebraska, Connecticut, Michigan, New York, New Jersey, Pennsylvania, Rhode Island provinces",No,No,,Kph,2007,12,9.0,2007,12.0,11.0,24.0,2.0,,,2.0,450000.0,661301.0,500000.0,734779.0,68.04767383,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""}]",2008-03-28,2023-09-25
2007-0662-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"Colorado, Iowa, Kansas, Minnesota, Missouri, Nebraska, Oklahoma, South Dakota provinces",No,No,,Kph,2007,5,4.0,2007,5.0,8.0,12.0,40.0,,,40.0,200000.0,293912.0,350000.0,514345.0,68.04767383,"[{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3255,""adm1_name"":""South Dakota""}]",2008-03-11,2023-09-25
2007-0663-USA,nat-met-sto-sto,Meteorological,Storm,Storm (General),USA,United States of America,Northern America,"Texas, Delaware, Connecticut, Georgia, Louisiana, Massachusetts, Maine, Maryland, Mississippi, New Hampshire, New Jersey, New York, North Carolina, Pennsylvania, Rhode Island, South Carolina, Vermont, Virginia provinces",No,No,,Kph,2007,4,13.0,2007,4.0,17.0,23.0,,,,,1566000.0,2301328.0,2000000.0,2939116.0,68.04767383,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3259,""adm1_name"":""Vermont""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2008-03-11,2023-11-10
2007-0689-USA,nat-met-sto-sto,Meteorological,Storm,Storm (General),USA,United States of America,Northern America,"Arkansas, Iowa, Texas",No,No,,Kph,2007,2,23.0,2007,2.0,25.0,4.0,27.0,,,27.0,200000.0,293912.0,300000.0,440867.0,68.04767383,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2008-03-28,2023-09-25
2007-0690-USA,nat-met-sto-sto,Meteorological,Storm,Storm (General),USA,United States of America,Northern America,"Iowa, Kansas, Minnesota, Texas, Wisconsin provinces",No,No,128.0,Kph,2007,5,21.0,2007,5.0,25.0,5.0,,,,,200000.0,293912.0,300000.0,440867.0,68.04767383,"[{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2008-03-28,2023-09-25
2008-0039-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"Tennessee, Arkansas, Kentucky, Mississippi, Alabama, Indiana, Texas, Illinois, Ohio, Missouri provinces",No,Yes,,Kph,2008,2,5.0,2008,2.0,6.0,59.0,150.0,,,150.0,955000.0,1351541.0,1300000.0,1839794.0,70.66008903,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2009-03-18,2023-09-25
2008-0115-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"Fulton, DeKalb, Cobb, Clayton, Gwinnett districts (Georgia province)",No,Yes,217.0,Kph,2008,3,14.0,2008,3.0,14.0,2.0,27.0,150.0,,177.0,450000.0,636852.0,450000.0,636852.0,70.66008903,"[{""adm2_code"":29095,""adm2_name"":""Clayton""},{""adm2_code"":29097,""adm2_name"":""Cobb""},{""adm2_code"":29108,""adm2_name"":""DeKalb""},{""adm2_code"":29124,""adm2_name"":""Fulton""},{""adm2_code"":29131,""adm2_name"":""Gwinnett""}]",2009-03-18,2023-09-25
2008-0194-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"Kansas, Maryland, Missouri, North Carolina, Virginia, Texas, Oklahoma, Georgia, Arkansas provinces",No,Yes,280.0,Kph,2008,5,10.0,2008,5.0,12.0,22.0,150.0,,,150.0,450000.0,636852.0,700000.0,990658.0,70.66008903,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2009-03-18,2023-09-25
2008-0210-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"Dunkerton city (Black Hawk district, Iowa province), Parkesburg, New Hartford cities (Butler district, Iowa province), Cedar Rapids city (Linn district, Iowa province), Minnesota, Indiana, Illinois, Kansas, Michigan, Montana, Missouri, Nebraska, Wisconsin provinces",No,Yes,,Kph,2008,5,22.0,2008,5.0,26.0,7.0,70.0,,,70.0,1325000.0,1875175.0,1600000.0,2264362.0,70.66008903,"[{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3240,""adm1_name"":""Montana""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm2_code"":29473,""adm2_name"":""Black Hawk""},{""adm2_code"":29478,""adm2_name"":""Butler""},{""adm2_code"":29523,""adm2_name"":""Linn""}]",2009-03-18,2023-11-10
2008-0304-USA,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,"Panama city beach (Bay district, Florida province), Aransas, Bexar, Brooks, Calhoun, Cameron, Hidalgo, Jim Wells, Kenedy, Kleberg, Nueces, Refugio, San Patricio, Starr, Victoria, Willacy districts (Texas province)",No,Yes,160.0,Kph,2008,7,23.0,2008,7.0,23.0,,,,,,600000.0,849136.0,1200000.0,1698271.0,70.66008903,"[{""adm2_code"":29000,""adm2_name"":""Bay""},{""adm2_code"":31203,""adm2_name"":""Aransas""},{""adm2_code"":31214,""adm2_name"":""Bexar""},{""adm2_code"":31223,""adm2_name"":""Brooks""},{""adm2_code"":31228,""adm2_name"":""Calhoun""},{""adm2_code"":31230,""adm2_name"":""Cameron""},{""adm2_code"":31307,""adm2_name"":""Hidalgo""},{""adm2_code"":31324,""adm2_name"":""Jim Wells""},{""adm2_code"":31330,""adm2_name"":""Kenedy""},{""adm2_code"":31336,""adm2_name"":""Kleberg""},{""adm2_code"":31377,""adm2_name"":""Nueces""},{""adm2_code"":31395,""adm2_name"":""Refugio""},{""adm2_code"":31404,""adm2_name"":""San Patricio""},{""adm2_code"":31413,""adm2_name"":""Starr""},{""adm2_code"":31434,""adm2_name"":""Victoria""},{""adm2_code"":31444,""adm2_name"":""Willacy""}]",2009-01-06,2023-09-25
2008-0338-USA,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,"Florida, Georgia, Alabama, Mississippi provinces",No,Yes,100.0,Kph,2008,8,20.0,2008,8.0,28.0,12.0,,400.0,,400.0,,,180000.0,254741.0,70.66008903,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3238,""adm1_name"":""Mississippi""}]",2009-01-06,2023-09-25
2008-0352-USA,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,"Louisiana, Mississippi, Texas, Alabama provinces",No,No,,Kph,2008,9,1.0,2008,9.0,1.0,43.0,,2100000.0,,2100000.0,3500000.0,4953291.0,7000000.0,9906582.0,70.66008903,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2009-01-14,2023-09-25
2008-0378-USA,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,"Florida, North Carolina, Maryland provinces",No,Yes,,Kph,2008,8,28.0,2008,8.0,28.0,7.0,,,,,,,160000.0,226436.0,70.66008903,"[{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3247,""adm1_name"":""North Carolina""}]",2009-01-12,2023-09-25
2008-0384-USA,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,"Galveston, Brazoria, Harris, Chambers, Jefferson districts (Texas province), Louisiana, Tennessee, Arkansas, Ohio, Indiana, Illinois, Missouri, Kentucky, Pennsylvania, Michigan provinces",No,No,200.0,Kph,2008,9,12.0,2008,9.0,16.0,82.0,,200000.0,,200000.0,15000000.0,21228391.0,30000000.0,42456782.0,70.66008903,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm2_code"":31219,""adm2_name"":""Brazoria""},{""adm2_code"":31235,""adm2_name"":""Chambers""},{""adm2_code"":31283,""adm2_name"":""Galveston""},{""adm2_code"":31300,""adm2_name"":""Harris""},{""adm2_code"":31322,""adm2_name"":""Jefferson""}]",2008-11-18,2023-09-25
2008-0599-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"Arkansas, Illinois, Indiana, Kentucky, Missouri, New York, Ohio, Tennessee, Alabama, Mississippi provinces",No,No,,Kph,2008,1,29.0,2008,1.0,30.0,4.0,,,,,,,600000.0,849136.0,70.66008903,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3256,""adm1_name"":""Tennessee""}]",2009-01-06,2023-09-25
2008-0600-USA,nat-met-sto-ext,Meteorological,Storm,Extra-tropical storm,USA,United States of America,Northern America,"Arkansas, California, Colorado, Illinois, Indiana, Kansas, Michigan, Missouri, New York, Ohio, Oklahoma, Oregon, Washington, Wisconsin provinces",No,No,175.0,Kph,2008,1,4.0,2008,1.0,9.0,12.0,,,,,745000.0,1054343.0,1000000.0,1415226.0,70.66008903,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3261,""adm1_name"":""Washington""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2009-03-02,2023-09-25
