DisNo.,Classification Key,Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Location,OFDA/BHA Response,Declaration,Magnitude,Magnitude Scale,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2017-0383-USA,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,"Jersey shore, Seaside Park, Point Pleasant Beach (Ocean), Long Branch (Monmouth) (New Jersey), Fernandina beach (Nassau-Florida)",No,No,,Kph,2017,9,26.0,2017,9.0,27.0,4.0,,,,,,,,,80.44577926,"[{""adm2_code"":29042,""adm2_name"":""Nassau""},{""adm2_code"":30463,""adm2_name"":""Monmouth""},{""adm2_code"":30465,""adm2_name"":""Ocean""}]",2018-03-07,2023-09-25
2017-0410-USA,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,"Mexico Gulf, Louisiania, Mississippi (coastal areas, Biloxi), Alabama (Dauphin Island, Autauga, Chilton, Lowndes Counties), Florida, South Carolina (Pickens, Laurens, Spartanburg, Newberry, Greenville, Union), North Carolina (Polk, Wilkes, Ashe )",No,No,140.0,Kph,2017,10,7.0,2017,10.0,8.0,,,60.0,,60.0,,,250000.0,310768.0,80.44577926,"[{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm2_code"":28691,""adm2_name"":""Autauga""},{""adm2_code"":28701,""adm2_name"":""Chilton""},{""adm2_code"":28733,""adm2_name"":""Lowndes""},{""adm2_code"":28739,""adm2_name"":""Mobile""},{""adm2_code"":30101,""adm2_name"":""Hancock""},{""adm2_code"":30102,""adm2_name"":""Harrison""},{""adm2_code"":30108,""adm2_name"":""Jackson""},{""adm2_code"":30571,""adm2_name"":""Ashe""},{""adm2_code"":30641,""adm2_name"":""Polk""},{""adm2_code"":30663,""adm2_name"":""Wilkes""},{""adm2_code"":31015,""adm2_name"":""Greenville""},{""adm2_code"":31022,""adm2_name"":""Laurens""},{""adm2_code"":31028,""adm2_name"":""Newberry""},{""adm2_code"":31031,""adm2_name"":""Pickens""},{""adm2_code"":31034,""adm2_name"":""Spartanburg""},{""adm2_code"":31036,""adm2_name"":""Union""}]",2017-10-09,2023-09-25
2017-0512-USA,nat-met-sto-lig,Meteorological,Storm,Lightning/Thunderstorms,USA,United States of America,Northern America,"Missouri, Indiana (Bedford in Lawrence, Muncie in Delaware, Salem in Washington, Blackford, Jay), Ohio (Celina in Mercer, Williamsfield in Ashtabula, Clyde in Sandusky, Bloomingville in Erie , Republic, West Lodi in Seneca, Galion in Crawford, Steuben, Norwalk, Fitchville, Wakeman in Huron, Nova and Hayesville in Ashland, South Vienna in Wayne, Calcutta in Columbiana, Clark), Pennsylvania (Erie in Erie), Illinois (Noble in Richland)",No,Yes,,Kph,2017,11,5.0,2017,11.0,6.0,,8.0,120.0,12.0,140.0,200000.0,248615.0,260000.0,323199.0,80.44577926,"[{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm2_code"":29352,""adm2_name"":""Richland""},{""adm2_code"":29379,""adm2_name"":""Blackford""},{""adm2_code"":29392,""adm2_name"":""Delaware""},{""adm2_code"":29412,""adm2_name"":""Jay""},{""adm2_code"":29421,""adm2_name"":""Lawrence""},{""adm2_code"":29462,""adm2_name"":""Washington""},{""adm2_code"":30722,""adm2_name"":""Ashland""},{""adm2_code"":30723,""adm2_name"":""Ashtabula""},{""adm2_code"":30731,""adm2_name"":""Clark""},{""adm2_code"":30734,""adm2_name"":""Columbiana""},{""adm2_code"":30736,""adm2_name"":""Crawford""},{""adm2_code"":30741,""adm2_name"":""Erie""},{""adm2_code"":30758,""adm2_name"":""Huron""},{""adm2_code"":30773,""adm2_name"":""Mercer""},{""adm2_code"":30791,""adm2_name"":""Sandusky""},{""adm2_code"":30793,""adm2_name"":""Seneca""},{""adm2_code"":30804,""adm2_name"":""Wayne""},{""adm2_code"":30945,""adm2_name"":""Erie""}]",2017-12-08,2024-08-27
2017-0542-USA,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,"Georgia, North Carolina, Maryland, Virginia, New York, New Jersey, Massachusetts, Michigan, Texas, Mississippi, Missouri",No,Yes,,Kph,2017,12,31.0,2018,1.0,5.0,22.0,,,,,750000.0,932305.0,1100000.0,1367381.0,80.44577926,"[{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2018-01-05,2023-09-25
2017-0563-USA,nat-met-sto-hai,Meteorological,Storm,Hail,USA,United States of America,Northern America,"Missouri (Oak Grove in Jackson County, Clay and Clinton (Trimble, Plattsburg, Lathrop) counties), Iowa (Centerville in Appanoose county, Muscatine), Minnesota (Sherburne, Freeborn counties, Lake Ann in Carver county), Kansas (Wabaunsee, Pottawatomie and Butler counties), Wisconsin, Arkansas, Oklahoma, Illinois, Mississipi, Michigan, New-York, Pennsylvania, Massachussets, Ohio, Nebraska, Indiana",No,No,130.0,Kph,2017,3,6.0,2017,3.0,9.0,2.0,15.0,600.0,,615.0,2000000.0,2486147.0,2200000.0,2734761.0,80.44577926,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm2_code"":29470,""adm2_name"":""Appanoose""},{""adm2_code"":29536,""adm2_name"":""Muscatine""},{""adm2_code"":29573,""adm2_name"":""Butler""},{""adm2_code"":29640,""adm2_name"":""Pottawatomie""},{""adm2_code"":29664,""adm2_name"":""Wabaunsee""},{""adm2_code"":30001,""adm2_name"":""Carver""},{""adm2_code"":30015,""adm2_name"":""Freeborn""},{""adm2_code"":30061,""adm2_name"":""Sherburne""},{""adm2_code"":30184,""adm2_name"":""Clay""},{""adm2_code"":30185,""adm2_name"":""Clinton""},{""adm2_code"":30208,""adm2_name"":""Jackson""}]",2018-03-14,2023-09-25
2017-0564-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"Texas (Justin in Denton, Collin, Rockwall, Lubbock counties, Seymour in Baylor, Dallas – Fort Worth metro area, Houston metro area), Oklahoma (El Reno in Canadian, Oklahoma city metro region, Caddo in Bryan, Cleveland South and East), Kansas (south), Kentucky, Tennessee, Mississippi, Alabama, Georgia, Indianapolis (Marion-IN)",No,No,175.0,Kph,2017,3,25.0,2017,3.0,28.0,1.0,,,,,2000000.0,2486147.0,2700000.0,3356298.0,80.44577926,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm2_code"":29423,""adm2_name"":""Marion""},{""adm2_code"":30814,""adm2_name"":""Bryan""},{""adm2_code"":30816,""adm2_name"":""Canadian""},{""adm2_code"":30821,""adm2_name"":""Cleveland""},{""adm2_code"":30833,""adm2_name"":""Grady""},{""adm2_code"":30848,""adm2_name"":""Lincoln""},{""adm2_code"":30849,""adm2_name"":""Logan""},{""adm2_code"":30854,""adm2_name"":""McClain""},{""adm2_code"":30862,""adm2_name"":""Oklahoma""},{""adm2_code"":31207,""adm2_name"":""Austin""},{""adm2_code"":31211,""adm2_name"":""Baylor""},{""adm2_code"":31219,""adm2_name"":""Brazoria""},{""adm2_code"":31235,""adm2_name"":""Chambers""},{""adm2_code"":31242,""adm2_name"":""Collin""},{""adm2_code"":31256,""adm2_name"":""Dallas""},{""adm2_code"":31260,""adm2_name"":""Denton""},{""adm2_code"":31270,""adm2_name"":""Ellis""},{""adm2_code"":31278,""adm2_name"":""Fort Bend""},{""adm2_code"":31283,""adm2_name"":""Galveston""},{""adm2_code"":31300,""adm2_name"":""Harris""},{""adm2_code"":31310,""adm2_name"":""Hood""},{""adm2_code"":31315,""adm2_name"":""Hunt""},{""adm2_code"":31325,""adm2_name"":""Johnson""},{""adm2_code"":31328,""adm2_name"":""Kaufman""},{""adm2_code"":31345,""adm2_name"":""Liberty""},{""adm2_code"":31351,""adm2_name"":""Lubbock""},{""adm2_code"":31369,""adm2_name"":""Montgomery""},{""adm2_code"":31383,""adm2_name"":""Parker""},{""adm2_code"":31398,""adm2_name"":""Rockwall""},{""adm2_code"":31412,""adm2_name"":""Somervell""},{""adm2_code"":31419,""adm2_name"":""Tarrant""},{""adm2_code"":31436,""adm2_name"":""Waller""},{""adm2_code"":31448,""adm2_name"":""Wise""}]",2018-03-14,2023-09-25
2018-0045-USA,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,"Massachusetts , New Jersey, New York, Connecticut, Maine, New Hampshire, Pennsylvania, Maryland, Rhode Island , South Carolina, Tennessee, Virginia, North Carolina, Georgia",No,No,,Kph,2018,1,3.0,2018,1.0,5.0,22.0,,,,,,,1000000.0,1213435.0,82.41066796,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2018-02-26,2024-04-10
2018-0046-USA,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,"Colorado, PLains and Midwest",No,No,,Kph,2018,1,21.0,2018,1.0,24.0,10.0,,,,,,,50000.0,60672.0,82.41066796,"[{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3255,""adm1_name"":""South Dakota""}]",2018-02-26,2024-04-10
2018-0111-USA,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,"Massachusetts, New York, Virginia, Maryland, New Hampshire, New Jersey, Pennsylvania, Connecticut, Delaware",No,Yes,110.0,Kph,2018,3,1.0,2018,3.0,3.0,9.0,,,,,1400000.0,1698809.0,2300000.0,2790901.0,82.41066796,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2018-04-13,2023-09-25
2018-0129-USA,nat-met-sto-sto,Meteorological,Storm,Storm (General),USA,United States of America,Northern America,"Louisiana, Mississippi, North Carolina, Virginia, Arkansas, Florida, Georgia, Maryland, Michigan , Missouri , New Jersey, New York,Pennsylvania , South Carolina, Texas",No,No,,Kph,2018,4,13.0,2018,4.0,15.0,3.0,,,,,,,1300000.0,1577466.0,82.41066796,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2018-05-11,2023-09-25
2018-0170-USA,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,Southeast,No,No,,Kph,2018,5,27.0,2018,5.0,30.0,5.0,,,,,,,125000.0,151679.0,82.41066796,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3262,""adm1_name"":""West Virginia""}]",2019-03-12,2023-09-25
2018-0206-USA,nat-met-sto-sto,Meteorological,Storm,Storm (General),USA,United States of America,Northern America,"New York City, Washington DC, Baltimore, Maryland, Texas, Kansas, Colorado, Oklahoma, Missouri, Illinois, Indiana, Iowa, New Jesey, Pennsylvania, Virginia, West Virginia, Massachusetts, Connecticut",No,No,110.0,Kph,2018,5,13.0,2018,5.0,15.0,5.0,,75.0,,75.0,,,1450000.0,1759481.0,82.41066796,"[{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3222,""adm1_name"":""District of Columbia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3262,""adm1_name"":""West Virginia""},{""adm2_code"":29873,""adm2_name"":""Baltimore""}]",2018-07-20,2023-09-25
2018-0279-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"Pella, Marshalltown (Iowa); Missouri , Illinois, Indiana, Kansas, Kentucky, Alabama, Arkansas, Georgia, Tennessee, North Carolina, South Carolina, Viriginia, Maryland , Pennsylvania",No,No,,Kph,2018,7,19.0,2018,7.0,22.0,,,,,,400000.0,485374.0,1500000.0,1820153.0,82.41066796,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm2_code"":29529,""adm2_name"":""Marion""},{""adm2_code"":29530,""adm2_name"":""Marshall""}]",2018-08-09,2023-09-25
2018-0342-USA,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,"South and North Carolina, Virginia",No,Yes,,Kph,2018,9,12.0,2018,9.0,18.0,53.0,,1500000.0,,1500000.0,5000000.0,6067176.0,14000000.0,16988092.0,82.41066796,"[{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2018-09-18,2023-09-25
2018-0344-USA,nat-met-sto-lig,Meteorological,Storm,Lightning/Thunderstorms,USA,United States of America,Northern America,"Colorado, Nebraska, Wyoming",No,No,,Kph,2018,8,6.0,2018,8.0,7.0,,18.0,,,18.0,615000.0,746263.0,1000000.0,1213435.0,82.41066796,"[{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3264,""adm1_name"":""Wyoming""}]",2018-09-18,2023-09-25
2018-0373-USA,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,"Florida, Georgia, Alabama, North Carolina, Virginia, Maryland",No,No,250.0,Kph,2018,10,10.0,2018,10.0,11.0,49.0,,5000.0,,5000.0,10000000.0,12134351.0,16000000.0,19414962.0,82.41066796,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2018-10-11,2023-09-25
2018-0457-USA,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,"New Mexico, Texas, Iowa, Minnesota, Kansas, Louisiana, Tennessee",No,No,,Kph,2018,12,26.0,2018,12.0,28.0,2.0,,,,,,,150000.0,182015.0,82.41066796,"[{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2019-01-02,2023-09-25
2019-0007-USA,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,"Missouri, Illinois, Iowa, Kansas, Nebraska, Washington DC, Virginia, Colorado, North, South Carolina",No,Yes,,Kph,2019,1,11.0,2019,1.0,15.0,13.0,57.0,,,57.0,,,,,83.90417006,"[{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3222,""adm1_name"":""District of Columbia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2019-01-17,2023-09-25
2019-0045-USA,nat-met-sto-san,Meteorological,Storm,Sand/Dust storm,USA,United States of America,Northern America,Midwest and Northeast,No,No,,Kph,2019,1,18.0,2019,1.0,21.0,10.0,,,,,,,100000.0,119184.0,83.90417006,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3259,""adm1_name"":""Vermont""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2019-02-08,2023-09-25
2019-0046-USA,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,Upper midwest,No,No,,Kph,2019,1,29.0,2019,1.0,31.0,22.0,,,,,,,,,83.90417006,"[{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2019-02-08,2023-09-25
2019-0081-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"Alabama, Georgia, South Carolina, Florida, Mississippi,",No,No,,Kph,2019,3,3.0,2019,3.0,4.0,28.0,90.0,,,90.0,140000.0,166857.0,190000.0,226449.0,83.90417006,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3254,""adm1_name"":""South Carolina""}]",2019-03-06,2023-09-25
2019-0089-USA,nat-met-sto-lig,Meteorological,Storm,Lightning/Thunderstorms,USA,United States of America,Northern America,"Tennessee, Mississippi, Alabama, Illinois, Indiana, Ohio, Connecticut, Maryland, Massachusetts, New Jersey, New-York, Pennsylvania, Virginia, West Virginia states",No,No,,Kph,2019,2,23.0,2019,2.0,25.0,2.0,12.0,,,12.0,,,1200000.0,1430203.0,83.90417006,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3262,""adm1_name"":""West Virginia""}]",2019-03-08,2023-09-25
2019-0160-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"Robertson, Angelina, Houston and Cherokee Counties (Texas); Louisiana, Arkansas, Mississippi, Alabama, Georgia, North Carolina, Ohio, Pennyslvania",No,No,160.0,Kph,2019,4,13.0,2019,4.0,14.0,8.0,12.0,,165.0,177.0,,,1300000.0,1549387.0,83.90417006,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm2_code"":31202,""adm2_name"":""Angelina""},{""adm2_code"":31236,""adm2_name"":""Cherokee""},{""adm2_code"":31312,""adm2_name"":""Houston""},{""adm2_code"":31397,""adm2_name"":""Robertson""}]",2019-04-18,2023-09-25
2019-0184-USA,nat-met-sto-lig,Meteorological,Storm,Lightning/Thunderstorms,USA,United States of America,Northern America,"Texas, Lousiana states",No,Yes,,Kph,2019,4,24.0,2019,4.0,26.0,5.0,,,,,,,,,83.90417006,"[{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2019-05-07,2023-09-25
2019-0250-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"Jefferson city, Golden (Barry county), Carl Junction (Jasper county), Missouri state",No,No,150.0,Kph,2019,5,23.0,2019,5.0,31.0,3.0,150.0,,,150.0,,,,,83.90417006,"[{""adm2_code"":30165,""adm2_name"":""Barry""},{""adm2_code"":30209,""adm2_name"":""Jasper""},{""adm2_code"":30210,""adm2_name"":""Jefferson""}]",2019-06-18,2023-09-25
2019-0335-USA,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,"Louisiana, Mississippi, Arkansas, Oklahoma, Great Lakes region",No,No,,Kph,2019,7,13.0,2019,7.0,15.0,1.0,,,,,300000.0,357551.0,600000.0,715102.0,83.90417006,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""}]",2019-07-15,2023-09-25
